sequence_id,order_id,order_type,item_id,item_quantity,order_arrival
135,51,1,23,4,2340
136,52,1,24,2,2400
137,52,1,30,9,2400
138,52,1,0,7,2400
139,53,1,25,4,2400
140,53,1,14,8,2400
141,54,1,55,10,2460
142,54,1,5,6,2460
143,54,1,77,6,2460
144,54,1,93,2,2460
145,55,1,87,4,2520
146,55,1,2,5,2520
147,55,1,92,8,2520
148,55,1,8,4,2520
149,55,1,53,9,2520
150,55,1,174,6,2520
151,55,1,42,4,2520
152,55,1,30,5,2520
153,55,1,4,12,2520
154,55,1,26,5,2520
155,55,1,185,4,2520
156,56,1,36,10,2580
157,56,1,210,2,2580
158,57,1,47,8,2580
159,57,1,35,10,2580
160,58,1,6,6,2580
161,58,1,43,7,2580
162,58,1,8,5,2580
163,58,1,71,12,2580
164,58,1,177,10,2580
165,58,1,308,4,2580
166,58,1,20,6,2580
167,59,1,87,4,2700
168,60,1,0,8,2760
169,61,1,125,6,2880
170,61,1,40,9,2880
171,61,1,103,4,2880
172,61,1,41,8,2880
173,61,1,66,3,2880
174,61,1,14,8,2880
175,61,1,60,9,2880
176,61,1,26,3,2880
177,61,1,69,6,2880
178,62,1,7,6,2880
179,62,1,28,6,2880
180,63,1,420,3,2940
181,63,1,1,6,2940
182,63,1,28,8,2940
183,63,1,24,5,2940
184,63,1,100,10,2940
185,64,1,109,8,2940
186,64,1,34,7,2940
187,64,1,3,8,2940
188,64,1,12,4,2940
189,64,1,19,9,2940
190,64,1,15,6,2940
191,65,1,177,8,2940
192,65,1,6,2,2940
193,65,1,50,6,2940
194,66,1,69,6,3000
195,66,1,347,6,3000
196,66,1,29,4,3000
197,67,1,0,7,3120
198,68,1,37,9,3120
199,68,1,68,7,3120
200,68,1,20,6,3120
201,68,1,12,8,3120
202,68,1,164,11,3120
203,69,1,27,7,3180
204,69,1,384,9,3180
205,69,1,5,12,3180
206,69,1,44,8,3180
207,70,1,16,6,3240
208,70,1,46,5,3240
209,70,1,0,12,3240
210,70,1,23,8,3240
211,70,1,42,5,3240
212,70,1,367,10,3240
213,70,1,1,10,3240
214,71,1,147,6,3300
215,71,1,158,4,3300
216,72,1,157,2,3360
217,72,1,2,1,3360
218,73,1,19,3,3360
219,73,1,130,4,3360
220,74,1,118,6,3360
221,74,1,40,4,3360
222,74,1,30,4,3360
223,74,1,5,7,3360
224,74,1,3,6,3360
225,75,1,33,7,3420
226,75,1,422,9,3420
227,75,1,70,12,3420
228,75,1,80,8,3420
229,75,1,2,9,3420
230,76,1,37,11,3480
231,76,1,109,8,3480
232,76,1,120,9,3480
233,76,1,4,4,3480
234,76,1,63,8,3480
235,77,1,43,7,3540
236,77,1,115,4,3540
237,78,1,0,9,3540
238,78,1,173,6,3540
239,79,1,137,4,3600
240,79,1,213,4,3600
241,80,1,7,2,3600
242,81,1,37,4,3720
243,82,1,7,5,3720
244,82,1,17,4,3720
245,82,1,29,2,3720
246,82,1,22,10,3720
247,82,1,14,4,3720
248,83,1,49,6,3780
249,84,1,6,8,3840
250,84,1,4,7,3840
251,84,1,383,6,3840
252,84,1,320,4,3840
253,84,1,34,2,3840
254,84,1,110,8,3840
255,84,1,14,6,3840
256,84,1,8,2,3840
257,84,1,47,8,3840
258,84,1,3,3,3840
259,84,1,16,12,3840
260,84,1,25,8,3840
261,84,1,211,6,3840
262,84,1,296,4,3840
263,84,1,7,10,3840
264,84,1,41,8,3840
265,84,1,176,5,3840
266,85,1,134,3,3540
267,85,1,275,2,3540
268,85,1,139,6,3540
269,85,1,78,4,3540
270,85,1,142,7,3540
271,85,1,3,10,3540
272,85,1,273,4,3540
273,85,1,45,5,3540
274,85,1,29,10,3540
275,85,1,12,6,3540
276,85,1,25,7,3540
277,86,1,2,3,3540
278,86,1,314,8,3540
279,87,1,25,5,3600
280,87,1,130,1,3600
281,88,1,58,8,3660
282,88,1,46,11,3660
283,88,1,12,8,3660
284,89,1,25,8,3660
285,89,1,403,7,3660
286,89,1,166,4,3660
287,89,1,0,6,3660
288,90,1,1,10,3720
289,90,1,45,10,3720
290,91,1,26,8,3720
291,91,1,2,7,3720
292,92,1,480,4,3780
293,92,1,118,4,3780
294,92,1,3,7,3780
295,92,1,10,12,3780
296,92,1,46,6,3780
297,93,1,45,11,3780
298,94,1,44,5,3780
299,95,1,245,9,3840
300,95,1,14,8,3840
301,95,1,113,6,3840
302,96,1,8,8,3900
303,97,1,133,1,3960
304,97,1,89,6,3960
305,97,1,166,9,3960
306,98,1,103,8,3960
307,98,1,69,8,3960
308,99,1,6,10,4020
309,99,1,92,5,4020
310,100,1,45,6,4020
311,100,1,237,8,4020
312,101,1,11,4,4080
313,101,1,38,8,4080
314,102,1,391,6,4080
315,102,1,37,6,4080
316,102,1,35,6,4080
317,102,1,141,12,4080
318,103,1,214,8,4140
319,103,1,28,4,4140
320,104,1,25,8,4140
321,104,1,29,3,4140
322,104,1,87,8,4140
323,104,1,212,5,4140
324,104,1,0,9,4140
325,105,1,4,10,4200
326,106,1,19,9,4200
327,106,1,220,8,4200
328,107,1,4,2,4260
329,107,1,81,2,4260
330,107,1,421,2,4260
331,108,1,6,7,4260
332,108,1,0,10,4260
333,108,1,159,2,4260
334,108,1,4,6,4260
335,109,1,45,3,4260
336,109,1,211,4,4260
337,110,1,8,5,4260
338,111,1,44,6,4320
339,111,1,32,7,4320
340,111,1,48,6,4320
341,111,1,184,9,4320
342,111,1,49,5,4320
343,111,1,220,12,4320
344,111,1,11,11,4320
345,111,1,111,4,4320
346,112,1,211,7,4320
347,113,1,485,4,4380
348,113,1,21,7,4380
349,114,1,4,6,4380
350,114,1,44,4,4380
351,114,1,113,6,4380
352,115,1,0,6,4440
353,115,1,25,3,4440
354,116,1,200,7,4440
355,116,1,15,4,4440
356,116,1,52,3,4440
357,116,1,40,2,4440
358,116,1,453,7,4440
359,116,1,11,6,4440
360,116,1,13,7,4440
361,116,1,65,3,4440
362,117,1,11,5,4500
363,117,1,29,7,4500
364,117,1,4,6,4500
365,117,1,28,11,4500
366,117,1,122,10,4500
367,117,1,34,8,4500
368,117,1,19,12,4500
369,118,1,26,6,4500
370,118,1,58,4,4500
371,118,1,311,9,4500
372,118,1,115,7,4500
373,118,1,28,5,4500
374,119,1,78,10,4500
375,120,1,174,4,4560
376,121,1,449,10,4560
377,122,1,27,6,4560
378,122,1,7,4,4560
379,122,1,77,3,4560
380,123,1,110,3,4620
381,123,1,69,6,4620
382,123,1,20,10,4620
383,124,1,44,2,4680
384,124,1,12,10,4680
385,124,1,3,8,4680
386,124,1,30,9,4680
387,124,1,172,3,4680
388,124,1,148,4,4680
389,125,1,17,6,4740
390,125,1,9,2,4740
391,125,1,33,9,4740
392,125,1,16,11,4740
393,126,1,402,7,4800
394,126,1,310,3,4800
395,126,1,32,8,4800
396,126,1,37,2,4800
397,127,1,23,12,4800
398,127,1,2,3,4800
399,128,1,9,8,4860
400,129,1,102,5,4920
401,129,1,389,4,4920
402,130,1,129,10,4980
403,131,1,37,3,5040
404,132,1,274,4,5040
405,133,1,76,4,5160
406,134,1,30,8,5160
407,134,1,11,6,5160
408,135,1,46,5,5220
409,136,1,247,8,5280
410,136,1,161,7,5280
411,136,1,34,7,5280
412,136,1,13,9,5280
413,136,1,6,4,5280
414,136,1,3,7,5280
415,136,1,1,11,5280
416,136,1,126,5,5280
417,136,1,51,9,5280
418,136,1,41,4,5280
419,136,1,146,6,5280
420,136,1,168,2,5280
421,136,1,175,4,5280
422,136,1,9,12,5280
423,136,1,78,5,5280
424,137,1,149,6,5280
425,137,1,23,9,5280
426,137,1,18,4,5280
427,137,1,63,3,5280
428,137,1,1,3,5280
429,137,1,34,4,5280
430,137,1,16,12,5280
431,137,1,30,5,5280
432,137,1,7,8,5280
433,138,1,10,5,5280
434,138,1,5,8,5280
435,138,1,32,8,5280
436,138,1,18,10,5280
437,138,1,31,8,5280
438,138,1,64,5,5280
439,139,1,8,8,5340
440,139,1,175,6,5340
441,139,1,25,7,5340
442,140,1,1,10,5400
443,140,1,5,6,5400
444,141,1,18,10,5400
445,142,1,7,8,5400
446,142,1,37,8,5400
447,142,1,35,2,5400
448,142,1,17,8,5400
449,143,1,49,3,5460
450,143,1,115,8,5460
451,143,1,133,6,5460
452,143,1,31,2,5460
453,143,1,93,11,5460
454,143,1,26,4,5460
455,143,1,102,6,5460
456,143,1,415,5,5460
457,144,1,254,4,5460
458,145,1,58,8,5520
459,146,1,43,5,5520
460,146,1,342,12,5520
461,146,1,215,12,5520
462,146,1,126,8,5520
463,146,1,35,2,5520
464,147,1,150,4,5520
465,147,1,167,4,5520
466,147,1,423,12,5520
467,147,1,1,12,5520
468,147,1,117,8,5520
469,147,1,48,5,5520
470,147,1,11,11,5520
471,147,1,78,10,5520
472,147,1,378,10,5520
473,147,1,24,6,5520
474,147,1,21,8,5520
475,147,1,54,4,5520
476,148,1,13,6,5580
477,148,1,107,10,5580
478,148,1,41,6,5580
479,148,1,17,10,5580
480,149,1,2,3,5640
481,149,1,8,10,5640
482,150,1,139,7,5640
483,150,1,42,1,5640
484,150,1,120,10,5640
485,150,1,20,12,5640
486,151,1,92,10,5640
487,151,1,15,2,5640
488,151,1,161,8,5640
489,152,1,39,4,5640
490,152,1,11,9,5640
491,152,1,7,6,5640
492,153,1,45,5,5760
493,153,1,257,5,5760
494,153,1,39,4,5760
495,153,1,35,5,5760
496,153,1,30,4,5760
497,153,1,5,5,5760
498,153,1,2,8,5760
499,153,1,37,6,5760
500,153,1,275,2,5760
501,154,1,180,11,5820
502,154,1,36,5,5820
503,154,1,8,5,5820
504,154,1,43,9,5820
505,155,1,3,4,5820
506,155,1,34,6,5820
507,155,1,36,2,5820
508,156,1,5,8,5820
509,156,1,130,10,5820
510,156,1,458,8,5820
511,156,1,45,6,5820
512,157,1,35,6,5880
513,158,1,242,5,5880
514,158,1,95,2,5880
515,159,1,18,1,5940
516,159,1,24,2,5940
517,159,1,15,2,5940
518,159,1,96,7,5940
519,159,1,30,4,5940
520,160,1,6,12,5940
521,161,1,3,6,5940
522,161,1,142,6,5940
523,161,1,255,8,5940
524,161,1,24,6,5940
525,161,1,49,7,5940
526,161,1,195,5,5940
527,162,1,13,3,6060
528,163,1,437,3,6060
529,163,1,125,3,6060
530,163,1,25,6,6060
531,163,1,28,6,6060
532,164,1,102,4,6060
533,164,1,23,9,6060
534,165,1,193,8,6060
535,165,1,43,9,6060
536,165,1,46,3,6060
537,165,1,1,8,6060
538,165,1,127,2,6060
539,165,1,11,4,6060
540,166,1,37,5,6120
541,166,1,21,10,6120
542,166,1,47,7,6120
543,166,1,146,8,6120
544,166,1,134,10,6120
545,167,1,63,4,6120
546,168,1,8,8,6180
547,168,1,2,8,6180
548,169,1,127,4,6240
549,170,1,95,7,6240
550,170,1,10,4,6240
551,171,1,69,3,6240
552,172,1,0,7,6420
553,173,1,2,3,6420
554,173,1,133,4,6420
555,173,1,5,4,6420
556,174,1,263,9,6420
557,174,1,58,7,6420
558,174,1,15,6,6420
559,174,1,27,6,6420
560,175,1,2,4,6480
561,175,1,268,3,6480
562,175,1,178,3,6480
563,176,1,4,5,6480
564,176,1,51,12,6480
565,176,1,181,10,6480
566,176,1,86,9,6480
567,176,1,66,4,6480
568,177,1,7,7,6600
569,178,1,319,8,6600
570,178,1,165,1,6600
571,179,1,44,6,6660
572,180,1,12,9,6660
573,180,1,57,11,6660
574,180,1,54,4,6660
575,180,1,81,5,6660
576,180,1,21,11,6660
577,180,1,437,6,6660
578,180,1,1,12,6660
579,180,1,267,5,6660
580,181,1,15,5,6660
581,181,1,1,9,6660
582,182,1,2,1,6780
583,183,1,17,2,6780
584,184,1,78,8,6840
585,184,1,18,9,6840
586,-50,1,2,3,0
587,-50,1,411,7,0
588,-49,1,136,4,0
589,-49,1,24,3,0
590,-48,1,457,6,0
591,-48,1,394,5,0
592,-48,1,12,5,0
593,-47,1,18,7,0
594,-47,1,65,9,0
595,-47,1,2,4,0
596,-47,1,220,3,0
597,-47,1,39,12,0
598,-47,1,103,7,0
599,-47,1,32,6,0
600,-47,1,31,8,0
601,-46,1,23,6,0
602,-46,1,148,2,0
603,-45,1,160,3,0
604,-45,1,62,8,0
605,-45,1,37,9,0
606,-45,1,188,1,0
607,-44,1,0,8,0
608,-44,1,47,8,0
609,-44,1,10,6,0
610,-44,1,21,3,0
611,-44,1,17,8,0
612,-44,1,84,4,0
613,-44,1,24,11,0
614,-44,1,19,8,0
615,-43,1,11,6,0
616,-43,1,0,5,0
617,-43,1,186,5,0
618,-43,1,8,5,0
619,-43,1,9,8,0
620,-43,1,29,4,0
621,-42,1,108,5,0
622,-42,1,31,6,0
623,-42,1,94,8,0
624,-42,1,172,5,0
625,-42,1,99,6,0
626,-41,1,12,8,0
627,-41,1,11,1,0
628,-40,1,31,9,0
629,-40,1,20,9,0
630,-40,1,28,2,0
631,-39,1,38,7,0
632,-38,1,120,5,0
633,-38,1,35,4,0
634,-38,1,86,4,0
635,-38,1,378,4,0
636,-38,1,80,2,0
637,-38,1,33,11,0
638,-37,1,4,8,0
639,-36,1,161,8,0
640,-35,1,125,6,0
641,-35,1,62,10,0
642,-34,1,46,1,0
643,-34,1,9,6,0
644,-34,1,0,3,0
645,-34,1,16,8,0
646,-34,1,13,10,0
647,-34,1,289,10,0
648,-33,1,30,4,0
649,-32,1,66,4,0
650,-32,1,47,6,0
651,-32,1,1,2,0
652,-31,1,66,9,0
653,-31,1,14,5,0
654,-31,1,39,6,0
655,-30,1,14,6,0
656,-30,1,18,4,0
657,-30,1,79,6,0
658,-29,1,38,7,0
659,-28,1,1,9,0
660,-28,1,144,8,0
661,-28,1,110,10,0
662,-27,1,4,5,0
663,-27,1,18,10,0
664,-27,1,26,10,0
665,-27,1,20,4,0
666,-27,1,109,9,0
667,-27,1,6,6,0
668,-27,1,191,5,0
669,-27,1,8,3,0
670,-26,1,65,6,0
671,-26,1,21,10,0
672,-26,1,7,11,0
673,-26,1,47,8,0
674,-25,1,178,2,0
675,-25,1,62,5,0
676,-24,1,14,11,0
677,-24,1,15,7,0
678,-24,1,154,10,0
679,-24,1,12,7,0
680,-23,1,270,3,0
681,-22,1,133,6,0
682,-22,1,0,8,0
683,-21,1,119,6,0
684,-20,1,170,4,0
685,-20,1,7,2,0
686,-19,1,48,6,0
687,-19,1,31,8,0
688,-19,1,199,6,0
689,-19,1,10,8,0
690,-18,1,11,4,0
691,-17,1,68,10,0
692,-17,1,30,6,0
693,-17,1,38,4,0
694,-16,1,2,8,0
695,-16,1,170,8,0
696,-16,1,63,10,0
697,-16,1,55,3,0
698,-15,1,10,7,0
699,-14,1,165,8,0
700,-14,1,91,8,0
701,-14,1,241,4,0
702,-13,1,148,6,0
703,-12,1,10,8,0
704,-12,1,199,12,0
705,-12,1,151,4,0
706,-12,1,58,2,0
707,-11,1,323,6,0
708,-11,1,24,3,0
709,-10,1,10,4,0
710,-9,1,32,5,0
711,-9,1,336,2,0
712,-8,1,197,8,0
713,-8,1,364,4,0
714,-7,1,30,8,0
715,-6,1,71,10,0
716,-6,1,88,1,0
717,-6,1,151,9,0
718,-5,1,147,11,0
719,-5,1,18,4,0
720,-5,1,3,4,0
721,-5,1,13,6,0
722,-5,1,1,7,0
723,-4,1,25,10,0
724,-4,1,125,6,0
725,-4,1,139,9,0
726,-4,1,390,6,0
727,-4,1,443,3,0
728,-4,1,1,1,0
729,-4,1,266,3,0
730,-4,1,184,1,0
731,-4,1,20,5,0
732,-4,1,2,5,0
733,-4,1,17,10,0
734,-4,1,107,8,0
735,-4,1,16,3,0
736,-3,1,10,8,0
737,-2,1,80,8,0
738,-2,1,69,7,0
739,-2,1,61,2,0
740,-2,1,26,6,0
741,-2,1,36,7,0
742,-1,1,197,6,0
743,-1,1,17,3,0
744,-1,1,136,7,0
745,-1,1,30,7,0
746,-1,1,18,8,0
747,-1,1,15,8,0
748,-1,1,164,8,0
749,-1,1,32,2,0
