sequence_id,order_id,order_type,item_id,item_quantity,order_arrival
97,-21,1,0,11,0
98,-21,1,22,1,0
99,-21,1,38,8,0
100,-21,1,4,4,0
101,-20,1,38,8,0
102,-20,1,256,7,0
103,-19,1,333,8,0
104,-18,1,420,8,0
105,-18,1,49,7,0
106,-18,1,79,9,0
107,-18,1,189,4,0
108,-18,1,14,4,0
109,-18,1,201,10,0
110,-18,1,28,8,0
111,-18,1,1,4,0
112,-17,1,6,8,0
113,-17,1,0,8,0
114,-16,1,44,3,0
115,-16,1,171,11,0
116,-16,1,100,10,0
117,-16,1,14,6,0
118,-16,1,107,10,0
119,-16,1,428,5,0
120,-16,1,5,2,0
121,-16,1,29,7,0
122,-16,1,152,6,0
123,-16,1,3,8,0
124,-16,1,4,2,0
125,-16,1,26,8,0
126,-16,1,25,1,0
127,-16,1,119,6,0
128,-16,1,1,8,0
129,-16,1,47,8,0
130,-16,1,136,9,0
131,-16,1,441,12,0
132,-16,1,30,7,0
133,-16,1,0,7,0
134,-16,1,48,7,0
135,-16,1,16,5,0
136,-16,1,145,10,0
137,-16,1,15,6,0
138,-16,1,97,6,0
139,-16,1,129,4,0
140,-15,1,38,4,0
141,-15,1,50,2,0
142,-15,1,47,5,0
143,-15,1,0,4,0
144,-15,1,150,9,0
145,-15,1,6,8,0
146,-14,1,37,8,0
147,-13,1,489,11,0
148,-13,1,16,8,0
149,-12,1,31,4,0
150,-12,1,49,4,0
151,-12,1,8,5,0
152,-12,1,3,10,0
153,-12,1,50,8,0
154,-12,1,47,12,0
155,-11,1,149,6,0
156,-10,1,118,12,0
157,-9,1,14,6,0
158,-9,1,18,6,0
159,-9,1,44,11,0
160,-8,1,86,7,0
161,-8,1,31,6,0
162,-8,1,88,8,0
163,-7,1,42,6,0
164,-7,1,30,4,0
165,-7,1,237,6,0
166,-7,1,77,10,0
167,-7,1,1,5,0
168,-7,1,19,10,0
169,-7,1,2,8,0
170,-6,1,3,6,0
171,-6,1,145,10,0
172,-6,1,8,6,0
173,-6,1,17,11,0
174,-6,1,29,7,0
175,-6,1,10,7,0
176,-6,1,2,8,0
177,-6,1,0,11,0
178,-6,1,182,2,0
179,-6,1,126,2,0
180,-6,1,22,8,0
181,-6,1,72,2,0
182,-6,1,47,5,0
183,-5,1,21,6,0
184,-5,1,34,8,0
185,-5,1,11,8,0
186,-5,1,4,6,0
187,-4,1,8,7,0
188,-3,1,37,6,0
189,-3,1,4,3,0
190,-3,1,5,3,0
191,-3,1,3,7,0
192,-3,1,157,5,0
193,-2,1,30,9,0
194,-2,1,36,9,0
195,-1,1,28,6,0
196,-1,1,6,9,0
197,-1,1,97,6,0
198,-1,1,68,5,0
199,-1,1,11,3,0
200,-1,1,2,4,0
201,0,1,49,10,360
202,0,1,23,8,360
203,1,1,6,9,480
204,1,1,103,8,480
205,2,1,178,10,540
206,2,1,99,11,540
207,2,1,55,2,540
208,3,1,130,4,540
209,3,1,0,10,540
210,3,1,76,8,540
211,3,1,14,4,540
212,3,1,170,8,540
213,3,1,118,8,540
214,3,1,35,6,540
215,3,1,154,5,540
216,4,1,35,1,540
217,4,1,9,8,540
218,5,1,35,4,600
219,5,1,343,10,600
220,5,1,43,4,600
221,6,1,98,3,660
222,6,1,32,5,660
223,7,1,23,9,660
224,7,1,21,6,660
225,7,1,0,4,660
226,7,1,42,8,660
227,7,1,20,1,660
228,7,1,25,12,660
229,8,1,6,4,660
230,9,1,432,2,720
231,10,1,63,7,720
232,10,1,34,6,720
233,11,1,62,8,720
234,11,1,152,3,720
235,11,1,20,12,720
236,12,1,79,4,720
237,13,1,178,9,720
238,13,1,13,6,720
239,13,1,43,12,720
240,14,1,43,2,720
241,15,1,119,4,720
242,16,1,40,10,720
243,17,1,17,4,780
244,17,1,18,12,780
245,17,1,24,2,780
246,17,1,115,3,780
247,17,1,29,12,780
248,17,1,23,5,780
249,17,1,0,8,780
250,17,1,130,8,780
251,17,1,161,7,780
252,17,1,146,5,780
253,17,1,21,1,780
254,17,1,8,6,780
255,17,1,4,5,780
256,17,1,152,5,780
257,17,1,26,6,780
258,18,1,4,9,780
259,19,1,96,10,900
260,19,1,10,3,900
261,19,1,6,6,900
262,19,1,3,8,900
263,19,1,37,10,900
264,20,1,0,6,900
265,21,1,27,2,960
266,21,1,89,8,960
267,21,1,30,4,960
268,21,1,18,8,960
269,21,1,173,12,960
270,21,1,165,3,960
271,21,1,29,9,960
272,21,1,311,4,960
273,21,1,2,9,960
274,21,1,1,6,960
275,21,1,41,4,960
276,22,1,43,2,960
277,22,1,13,4,960
278,22,1,180,6,960
279,22,1,14,7,960
280,22,1,9,5,960
281,22,1,386,4,960
282,22,1,26,7,960
283,22,1,28,10,960
284,22,1,12,6,960
285,23,1,23,4,1020
286,23,1,37,4,1020
287,23,1,39,4,1020
288,23,1,133,1,1020
289,24,1,12,7,1020
290,25,1,72,12,1020
291,25,1,53,7,1020
292,25,1,366,9,1020
293,26,1,132,7,1080
294,26,1,4,6,1080
295,27,1,2,7,1140
296,28,1,6,4,1140
297,28,1,10,4,1140
298,29,1,172,2,1140
299,30,1,12,8,1140
300,31,1,35,10,1140
301,31,1,19,6,1140
302,32,1,15,6,1200
303,32,1,12,11,1200
304,32,1,9,5,1200
305,33,1,113,6,1200
306,34,1,29,5,1200
307,34,1,5,7,1200
308,35,1,12,4,1200
309,35,1,22,8,1200
310,35,1,269,2,1200
311,36,1,4,4,1260
312,36,1,159,8,1260
313,36,1,63,11,1260
314,36,1,15,3,1260
315,36,1,10,6,1260
316,36,1,121,6,1260
317,37,1,49,6,1260
318,37,1,1,8,1260
319,38,1,3,6,1320
320,39,1,18,8,1320
321,39,1,276,10,1320
322,39,1,6,7,1320
323,39,1,49,4,1320
324,40,1,444,5,1320
325,40,1,4,4,1320
326,40,1,184,6,1320
327,40,1,6,10,1320
328,40,1,123,5,1320
329,40,1,197,8,1320
330,40,1,36,9,1320
331,40,1,10,3,1320
332,40,1,3,3,1320
333,41,1,28,11,1380
334,41,1,268,9,1380
335,41,1,15,5,1380
336,42,1,83,5,1440
337,42,1,47,12,1440
338,43,1,0,3,1500
339,43,1,2,12,1500
340,43,1,18,8,1500
341,44,1,3,8,1500
342,45,1,12,2,1500
343,46,1,58,8,1500
344,46,1,129,6,1500
345,46,1,18,6,1500
346,46,1,6,12,1500
347,47,1,26,8,1560
348,47,1,2,6,1560
349,47,1,3,10,1560
350,47,1,55,9,1560
351,47,1,9,6,1560
352,48,1,297,10,1560
353,48,1,0,10,1560
354,48,1,32,9,1560
355,48,1,165,12,1560
356,48,1,4,8,1560
357,48,1,10,3,1560
358,48,1,12,2,1560
359,48,1,48,10,1560
360,48,1,47,4,1560
361,48,1,13,2,1560
362,49,1,95,7,1620
363,49,1,15,3,1620
364,49,1,16,8,1620
365,49,1,11,7,1620
366,50,1,15,11,1680
367,51,1,43,8,1740
368,51,1,21,10,1740
369,51,1,38,10,1740
370,52,1,384,8,1800
371,53,1,22,8,1800
372,53,1,113,5,1800
373,53,1,485,3,1800
374,53,1,223,12,1800
375,54,1,9,12,1800
376,55,1,124,6,1860
377,55,1,12,4,1860
378,55,1,14,6,1860
379,55,1,25,10,1860
380,55,1,59,10,1860
381,56,1,58,2,1860
382,56,1,31,6,1860
383,57,1,9,2,1860
384,57,1,5,6,1860
385,58,1,1,10,1860
386,59,1,32,6,1920
387,59,1,56,9,1920
388,60,1,11,8,1920
389,60,1,50,10,1920
390,60,1,55,12,1920
391,60,1,6,2,1920
392,61,1,20,3,2040
393,61,1,8,4,2040
394,61,1,6,5,2040
395,61,1,71,6,2040
396,61,1,167,7,2040
397,61,1,45,6,2040
398,61,1,158,6,2040
399,61,1,33,6,2040
400,61,1,58,6,2040
401,61,1,49,7,2040
402,62,1,106,7,2100
403,62,1,143,5,2100
404,62,1,77,4,2100
405,62,1,3,12,2100
406,62,1,5,8,2100
407,63,1,100,7,2100
408,64,1,34,11,2160
409,65,1,54,6,2160
410,65,1,23,6,2160
411,65,1,2,10,2160
412,66,1,160,4,2220
413,67,1,148,5,2220
414,67,1,99,10,2220
415,68,1,128,6,2220
416,68,1,170,4,2220
417,68,1,22,6,2220
418,68,1,3,2,2220
419,68,1,42,11,2220
420,68,1,78,11,2220
421,68,1,16,7,2220
422,68,1,7,8,2220
423,68,1,26,8,2220
424,68,1,37,3,2220
425,68,1,125,8,2220
426,68,1,5,3,2220
427,68,1,2,4,2220
428,68,1,10,6,2220
429,68,1,9,5,2220
430,68,1,24,10,2220
431,68,1,0,5,2220
432,68,1,23,5,2220
433,68,1,40,5,2220
434,68,1,48,12,2220
435,68,1,15,4,2220
436,68,1,6,12,2220
437,68,1,1,8,2220
438,68,1,8,11,2220
439,68,1,46,2,2220
440,69,1,29,6,2280
441,70,1,23,8,2280
442,70,1,26,7,2280
443,71,1,106,10,2340
444,72,1,260,12,2400
445,72,1,402,11,2400
446,73,1,50,4,2400
447,74,1,72,2,2460
448,74,1,28,9,2460
449,74,1,153,5,2460
450,75,1,342,2,2520
451,75,1,182,4,2520
452,76,1,3,8,2520
453,76,1,115,5,2520
454,76,1,7,8,2520
455,76,1,2,8,2520
456,76,1,156,6,2520
457,76,1,10,6,2520
458,76,1,326,3,2520
459,77,1,33,11,2520
460,77,1,23,10,2520
461,77,1,85,12,2520
462,77,1,176,6,2520
463,78,1,54,6,2580
464,78,1,22,6,2580
465,79,1,43,1,2580
466,79,1,2,6,2580
467,79,1,439,4,2580
468,79,1,306,5,2580
469,79,1,34,9,2580
470,80,1,18,6,2580
471,80,1,90,10,2580
472,80,1,47,3,2580
473,80,1,14,4,2580
474,80,1,28,3,2580
475,80,1,33,9,2580
476,80,1,22,12,2580
477,81,1,81,2,2640
478,81,1,31,2,2640
479,82,1,2,10,2640
480,82,1,405,8,2640
481,82,1,15,5,2640
482,82,1,22,6,2640
483,83,1,24,5,2640
484,83,1,8,6,2640
485,84,1,0,8,2700
486,84,1,32,6,2700
487,85,1,76,10,2760
488,85,1,28,6,2760
489,85,1,197,10,2760
490,85,1,38,6,2760
491,85,1,162,8,2760
492,85,1,120,5,2760
493,86,1,8,6,2820
494,86,1,22,10,2820
495,87,1,274,3,2820
496,87,1,43,11,2820
497,87,1,47,9,2820
498,87,1,153,5,2820
499,88,1,1,7,2820
500,88,1,13,7,2820
501,88,1,0,8,2820
502,88,1,7,10,2820
503,88,1,62,7,2820
504,88,1,56,8,2820
505,88,1,30,4,2820
506,88,1,34,6,2820
507,88,1,15,8,2820
508,88,1,39,8,2820
509,89,1,109,7,2820
510,89,1,144,10,2820
511,89,1,11,6,2820
512,90,1,25,4,2880
513,90,1,68,6,2880
514,90,1,175,9,2880
515,90,1,47,3,2880
516,90,1,30,12,2880
517,90,1,51,10,2880
518,91,1,117,7,2880
519,92,1,51,6,2940
520,93,1,397,10,2940
521,93,1,199,6,2940
522,93,1,5,8,2940
523,93,1,71,6,2940
524,94,1,40,4,2940
525,94,1,1,4,2940
526,95,1,141,5,3240
527,95,1,29,9,3240
528,95,1,125,2,3240
529,96,1,39,9,3240
530,97,1,60,8,3240
531,97,1,35,6,3240
532,98,1,1,6,3360
533,98,1,190,10,3360
534,99,1,49,3,3120
535,99,1,3,9,3120
536,100,1,1,7,3120
537,100,1,439,6,3120
538,101,1,0,3,3120
539,101,1,7,1,3120
540,101,1,233,8,3120
541,101,1,141,8,3120
542,101,1,21,6,3120
543,102,1,105,9,3180
544,102,1,23,8,3180
545,102,1,3,11,3180
546,102,1,0,8,3180
547,102,1,78,4,3180
548,102,1,33,6,3180
549,103,1,102,4,3240
550,104,1,21,4,3300
551,104,1,9,12,3300
552,105,1,51,4,3300
553,105,1,12,4,3300
554,105,1,176,6,3300
555,105,1,14,3,3300
556,105,1,3,9,3300
557,105,1,159,4,3300
558,106,1,67,4,3300
559,107,1,176,11,3360
560,107,1,1,8,3360
561,107,1,147,7,3360
562,107,1,0,8,3360
563,107,1,220,6,3360
564,108,1,5,7,3360
565,108,1,124,7,3360
566,108,1,94,8,3360
567,108,1,66,6,3360
568,109,1,46,2,3420
569,110,1,84,1,3420
570,110,1,3,12,3420
571,110,1,36,8,3420
572,110,1,126,10,3420
573,110,1,12,11,3420
574,111,1,1,5,3540
575,111,1,8,8,3540
576,112,1,123,6,3540
577,113,1,168,8,3540
578,114,1,28,6,3540
579,114,1,39,4,3540
580,115,1,63,2,3600
581,115,1,16,11,3600
582,115,1,143,4,3600
583,115,1,133,9,3600
584,116,1,18,12,3600
585,117,1,138,8,3600
586,117,1,2,8,3600
587,117,1,113,10,3600
588,117,1,1,6,3600
589,117,1,49,7,3600
590,117,1,8,11,3600
591,117,1,17,8,3600
592,117,1,7,6,3600
593,118,1,70,6,3600
594,118,1,106,1,3600
595,118,1,15,9,3600
596,118,1,177,7,3600
597,118,1,10,10,3600
598,119,1,51,6,3600
599,120,1,27,1,3600
600,120,1,1,10,3600
601,120,1,33,7,3600
602,121,1,40,10,3660
603,121,1,39,8,3660
604,122,1,6,4,3660
605,122,1,14,4,3660
606,122,1,152,6,3660
607,122,1,0,4,3660
608,122,1,19,9,3660
609,122,1,30,4,3660
610,123,1,30,8,3720
611,123,1,28,8,3720
612,124,1,9,4,3720
613,125,1,181,9,3720
614,125,1,18,11,3720
615,125,1,0,4,3720
616,126,1,31,4,3720
617,127,1,80,5,3780
618,127,1,252,4,3780
619,127,1,46,2,3780
620,127,1,50,7,3780
621,128,1,485,12,3780
622,129,1,39,2,3780
623,129,1,23,6,3780
624,129,1,15,4,3780
625,129,1,41,4,3780
626,129,1,75,5,3780
627,129,1,349,5,3780
628,130,1,19,2,3780
629,130,1,12,7,3780
630,130,1,21,6,3780
631,130,1,17,12,3780
632,131,1,76,6,3780
633,131,1,35,4,3780
634,131,1,6,10,3780
635,131,1,140,10,3780
636,131,1,77,3,3780
637,131,1,24,8,3780
638,131,1,142,2,3780
639,131,1,4,9,3780
640,131,1,1,5,3780
641,131,1,0,7,3780
642,132,1,82,5,3840
643,132,1,133,1,3840
644,133,1,197,8,3900
645,133,1,20,10,3900
646,134,1,23,12,3960
647,134,1,34,7,3960
648,135,1,77,6,3960
649,135,1,42,8,3960
650,135,1,15,4,3960
651,136,1,109,7,4020
652,137,1,4,6,4080
653,137,1,121,1,4080
654,137,1,24,8,4080
655,137,1,18,5,4080
656,137,1,8,4,4080
657,137,1,21,6,4080
658,137,1,45,8,4080
659,137,1,134,2,4080
660,137,1,114,10,4080
661,137,1,268,10,4080
662,137,1,203,8,4080
663,138,1,8,5,4260
664,139,1,11,9,4260
665,139,1,36,2,4260
666,139,1,53,4,4260
667,139,1,18,4,4260
668,139,1,38,3,4260
669,140,1,22,12,4380
670,140,1,28,1,4380
671,141,1,135,12,4440
672,141,1,5,4,4440
673,141,1,87,6,4440
674,141,1,22,10,4440
675,141,1,83,9,4440
676,142,1,100,7,4440
677,143,1,8,9,4440
678,143,1,76,8,4440
679,143,1,43,6,4440
680,143,1,6,7,4440
681,144,1,44,11,4560
682,144,1,36,8,4560
683,145,1,34,10,4560
684,145,1,25,8,4560
685,145,1,111,10,4560
686,146,1,96,8,4560
687,146,1,125,6,4560
688,146,1,425,12,4560
689,146,1,60,2,4560
690,146,1,2,6,4560
691,147,1,30,12,4620
692,148,1,13,10,4680
693,148,1,1,8,4680
694,148,1,15,10,4680
695,148,1,9,6,4680
696,148,1,2,3,4680
697,148,1,48,3,4680
698,148,1,0,9,4680
699,148,1,355,9,4680
700,148,1,160,8,4680
701,148,1,155,8,4680
702,149,1,31,7,4740
703,149,1,5,9,4740
704,149,1,4,8,4740
705,149,1,316,8,4740
706,149,1,41,9,4740
707,149,1,50,8,4740
708,150,1,13,8,4800
709,150,1,188,5,4800
710,151,1,17,10,4860
711,151,1,175,9,4860
712,151,1,83,6,4860
713,152,1,6,4,4980
714,153,1,28,4,5040
715,153,1,42,6,5040
716,153,1,168,7,5040
717,153,1,9,9,5040
718,153,1,3,10,5040
719,153,1,161,3,5040
720,153,1,24,11,5040
721,153,1,11,7,5040
722,154,1,46,7,5100
723,154,1,152,8,5100
724,154,1,135,9,5100
725,155,1,78,8,5160
726,156,1,33,9,5220
727,156,1,163,6,5220
728,156,1,30,10,5220
729,157,1,213,3,5220
730,157,1,488,10,5220
731,157,1,417,6,5220
732,157,1,167,6,5220
733,157,1,159,4,5220
734,158,1,2,4,5280
735,158,1,127,10,5280
736,158,1,23,5,5280
737,158,1,435,9,5280
738,159,1,35,8,5340
739,159,1,10,8,5340
740,159,1,56,6,5340
741,160,1,46,7,5340
742,160,1,473,6,5340
743,160,1,24,8,5340
744,161,1,8,8,5340
745,161,1,57,4,5340
746,161,1,28,6,5340
747,162,1,13,1,5340
748,162,1,22,6,5340
749,162,1,32,2,5340
750,162,1,371,8,5340
751,162,1,3,6,5340
752,162,1,88,7,5340
753,162,1,48,4,5340
754,163,1,42,3,5340
755,163,1,1,10,5340
756,163,1,15,7,5340
757,163,1,27,4,5340
758,164,1,47,4,5400
759,164,1,32,11,5400
760,164,1,22,3,5400
761,164,1,286,4,5400
762,164,1,253,8,5400
763,165,1,36,8,5400
764,165,1,44,10,5400
765,166,1,107,8,5400
766,167,1,59,5,5460
767,168,1,59,6,5700
768,169,1,199,8,5700
769,170,1,21,4,5700
770,170,1,23,6,5700
771,171,1,3,8,5700
772,171,1,51,5,5700
773,171,1,8,4,5700
774,171,1,85,4,5700
775,171,1,1,10,5700
776,171,1,6,12,5700
777,171,1,31,10,5700
778,171,1,418,5,5700
779,171,1,94,12,5700
780,171,1,172,5,5700
781,172,1,35,2,5820
782,172,1,21,7,5820
783,173,1,6,4,5820
784,173,1,73,9,5820
785,173,1,478,7,5820
786,173,1,0,12,5820
787,174,1,10,5,5940
788,174,1,39,10,5940
789,174,1,62,5,5940
790,174,1,162,6,5940
791,174,1,17,9,5940
792,174,1,172,6,5940
793,174,1,29,4,5940
794,175,1,120,9,5940
795,176,1,46,6,5940
796,176,1,27,3,5940
797,176,1,89,10,5940
798,176,1,415,4,5940
799,176,1,17,7,5940
800,177,1,2,7,6060
801,177,1,82,7,6060
802,177,1,113,7,6060
803,177,1,22,8,6060
804,178,1,85,2,6240
805,178,1,124,2,6240
806,178,1,34,2,6240
807,178,1,36,9,6240
808,179,1,0,6,6240
809,179,1,48,10,6240
810,179,1,125,6,6240
811,180,1,2,5,6300
812,180,1,133,10,6300
813,180,1,187,6,6300
814,181,1,10,6,6300
815,182,1,106,5,6360
816,182,1,23,7,6360
817,182,1,39,10,6360
818,183,1,1,8,6420
819,183,1,114,2,6420
820,183,1,135,4,6420
821,183,1,83,2,6420
822,183,1,133,6,6420
823,183,1,8,10,6420
824,184,1,10,5,6600
825,184,1,12,8,6600
826,184,1,8,2,6600
827,184,1,32,6,6600
828,185,1,32,8,6660
829,186,1,0,4,6660
830,186,1,247,6,6660
831,186,1,38,8,6660
832,186,1,15,6,6660
