pod_id,sku,limit_qty,current_qty,threshold
115,744,999,999,5
116,339,999,999,5
116,400,999,999,5
116,681,999,999,5
116,187,999,999,5
116,338,999,999,5
117,464,999,999,5
117,529,999,999,5
117,936,999,999,5
117,126,999,999,5
117,530,999,999,5
118,344,999,999,5
118,567,999,999,5
118,831,999,999,5
118,859,999,999,5
118,501,999,999,5
119,815,999,999,5
119,557,999,999,5
119,202,999,999,5
119,741,999,999,5
119,280,999,999,5
120,531,999,999,5
120,378,999,999,5
120,314,999,999,5
120,396,999,999,5
120,170,999,999,5
121,546,999,999,5
121,200,999,999,5
121,272,999,999,5
121,425,999,999,5
121,576,999,999,5
122,277,999,999,5
122,91,999,999,5
122,271,999,999,5
122,791,999,999,5
122,145,999,999,5
123,654,999,999,5
123,766,999,999,5
123,888,999,999,5
123,439,999,999,5
123,624,999,999,5
124,195,999,999,5
124,866,999,999,5
124,996,999,999,5
124,727,999,999,5
124,235,999,999,5
125,682,999,999,5
125,971,999,999,5
125,259,999,999,5
125,372,999,999,5
125,622,999,999,5
126,39,999,999,5
126,787,999,999,5
126,643,999,999,5
126,96,999,999,5
126,452,999,999,5
127,432,999,999,5
127,605,999,999,5
127,893,999,999,5
127,188,999,999,5
127,423,999,999,5
128,774,999,999,5
128,297,999,999,5
128,524,999,999,5
128,364,999,999,5
128,192,999,999,5
129,758,999,999,5
129,653,999,999,5
129,751,999,999,5
129,38,999,999,5
129,931,999,999,5
130,671,999,999,5
130,334,999,999,5
130,553,999,999,5
130,203,999,999,5
130,690,999,999,5
131,491,999,999,5
131,649,999,999,5
131,480,999,999,5
131,286,999,999,5
131,864,999,999,5
132,437,999,999,5
132,40,999,999,5
132,794,999,999,5
132,998,999,999,5
132,159,999,999,5
133,781,999,999,5
133,914,999,999,5
133,479,999,999,5
133,326,999,999,5
133,225,999,999,5
134,628,999,999,5
134,94,999,999,5
134,412,999,999,5
134,542,999,999,5
134,892,999,999,5
135,541,999,999,5
135,533,999,999,5
135,656,999,999,5
135,523,999,999,5
135,158,999,999,5
136,912,999,999,5
136,1,999,999,5
136,251,999,999,5
136,979,999,999,5
136,659,999,999,5
137,670,999,999,5
137,284,999,999,5
137,539,999,999,5
137,166,999,999,5
137,418,999,999,5
138,792,999,999,5
138,392,999,999,5
138,468,999,999,5
138,805,999,999,5
138,118,999,999,5
139,855,999,999,5
139,137,999,999,5
139,835,999,999,5
139,992,999,999,5
139,749,999,999,5
140,735,999,999,5
140,978,999,999,5
140,10,999,999,5
140,44,999,999,5
140,278,999,999,5
141,582,999,999,5
141,779,999,999,5
141,573,999,999,5
141,895,999,999,5
141,386,999,999,5
142,260,999,999,5
142,471,999,999,5
142,729,999,999,5
142,143,999,999,5
142,800,999,999,5
143,168,999,999,5
143,274,999,999,5
143,495,999,999,5
143,224,999,999,5
143,342,999,999,5
144,34,999,999,5
144,535,999,999,5
144,125,999,999,5
144,379,999,999,5
144,482,999,999,5
145,689,999,999,5
145,877,999,999,5
145,327,999,999,5
145,789,999,999,5
145,569,999,999,5
146,504,999,999,5
146,214,999,999,5
146,618,999,999,5
146,613,999,999,5
146,458,999,999,5
147,977,999,999,5
147,441,999,999,5
147,660,999,999,5
147,596,999,999,5
147,597,999,999,5
148,312,999,999,5
148,234,999,999,5
148,329,999,999,5
148,525,999,999,5
148,904,999,999,5
149,352,999,999,5
149,917,999,999,5
149,204,999,999,5
149,7,999,999,5
149,832,999,999,5
150,806,999,999,5
150,176,999,999,5
150,512,999,999,5
150,26,999,999,5
150,782,999,999,5
151,330,999,999,5
151,258,999,999,5
151,507,999,999,5
151,311,999,999,5
151,975,999,999,5
152,265,999,999,5
152,460,999,999,5
152,382,999,999,5
152,100,999,999,5
152,614,999,999,5
153,205,999,999,5
153,972,999,999,5
153,620,999,999,5
153,910,999,999,5
153,268,999,999,5
154,902,999,999,5
154,121,999,999,5
154,17,999,999,5
154,630,999,999,5
154,59,999,999,5
155,746,999,999,5
155,721,999,999,5
155,506,999,999,5
155,924,999,999,5
155,402,999,999,5
156,494,999,999,5
156,790,999,999,5
156,144,999,999,5
156,568,999,999,5
156,178,999,999,5
157,891,999,999,5
157,232,999,999,5
157,718,999,999,5
157,177,999,999,5
157,828,999,999,5
158,697,999,999,5
158,27,999,999,5
158,14,999,999,5
158,720,999,999,5
158,641,999,999,5
159,90,999,999,5
159,528,999,999,5
159,256,999,999,5
159,319,999,999,5
159,135,999,999,5
160,275,999,999,5
160,769,999,999,5
160,477,999,999,5
160,707,999,999,5
160,544,999,999,5
161,915,999,999,5
161,598,999,999,5
161,291,999,999,5
161,445,999,999,5
161,599,999,999,5
162,161,999,999,5
162,361,999,999,5
162,795,999,999,5
162,470,999,999,5
162,695,999,999,5
163,380,999,999,5
163,179,999,999,5
163,836,999,999,5
163,444,999,999,5
163,369,999,999,5
164,944,999,999,5
164,209,999,999,5
164,301,999,999,5
164,469,999,999,5
164,457,999,999,5
165,586,999,999,5
165,455,999,999,5
165,162,999,999,5
165,385,999,999,5
165,627,999,999,5
166,839,999,999,5
166,867,999,999,5
166,764,999,999,5
166,532,999,999,5
166,687,999,999,5
167,16,999,999,5
167,834,999,999,5
167,391,999,999,5
167,522,999,999,5
167,131,999,999,5
168,601,999,999,5
168,47,999,999,5
168,703,999,999,5
168,704,999,999,5
168,883,999,999,5
169,76,999,999,5
169,309,999,999,5
169,210,999,999,5
169,186,999,999,5
169,509,999,999,5
170,526,999,999,5
170,163,999,999,5
170,762,999,999,5
170,481,999,999,5
170,637,999,999,5
171,919,999,999,5
171,816,999,999,5
171,673,999,999,5
171,303,999,999,5
171,250,999,999,5
172,679,999,999,5
172,397,999,999,5
172,216,999,999,5
172,827,999,999,5
172,705,999,999,5
173,712,999,999,5
173,255,999,999,5
173,357,999,999,5
173,257,999,999,5
173,676,999,999,5
174,292,999,999,5
174,87,999,999,5
174,540,999,999,5
174,968,999,999,5
174,267,999,999,5
175,389,999,999,5
175,349,999,999,5
175,935,999,999,5
175,3,999,999,5
175,814,999,999,5
176,534,999,999,5
176,489,999,999,5
176,629,999,999,5
176,296,999,999,5
176,702,999,999,5
177,405,999,999,5
177,927,999,999,5
177,99,999,999,5
177,417,999,999,5
177,922,999,999,5
178,31,999,999,5
178,551,999,999,5
178,453,999,999,5
178,22,999,999,5
178,341,999,999,5
179,32,999,999,5
179,244,999,999,5
179,853,999,999,5
179,218,999,999,5
179,422,999,999,5
180,426,999,999,5
180,287,999,999,5
180,15,999,999,5
180,332,999,999,5
180,994,999,999,5
181,462,999,999,5
181,410,999,999,5
181,517,999,999,5
181,109,999,999,5
181,50,999,999,5
182,943,999,999,5
182,55,999,999,5
182,366,999,999,5
182,610,999,999,5
182,536,999,999,5
183,566,999,999,5
183,283,999,999,5
183,965,999,999,5
183,716,999,999,5
183,824,999,999,5
184,201,999,999,5
184,253,999,999,5
184,606,999,999,5
184,548,999,999,5
184,23,999,999,5
185,61,999,999,5
185,358,999,999,5
185,625,999,999,5
185,111,999,999,5
185,870,999,999,5
186,903,999,999,5
186,869,999,999,5
186,164,999,999,5
186,74,999,999,5
186,279,999,999,5
187,115,999,999,5
187,360,999,999,5
187,543,999,999,5
187,438,999,999,5
187,878,999,999,5
188,725,999,999,5
188,657,999,999,5
188,300,999,999,5
188,946,999,999,5
188,574,999,999,5
189,674,999,999,5
189,875,999,999,5
189,305,999,999,5
189,981,999,999,5
189,819,999,999,5
190,639,999,999,5
190,995,999,999,5
190,763,999,999,5
190,797,999,999,5
190,151,999,999,5
191,355,999,999,5
191,686,999,999,5
191,798,999,999,5
191,451,999,999,5
191,714,999,999,5
192,317,999,999,5
192,711,999,999,5
192,335,999,999,5
192,313,999,999,5
192,175,999,999,5
193,854,999,999,5
193,427,999,999,5
193,414,999,999,5
193,500,999,999,5
193,688,999,999,5
194,171,999,999,5
194,43,999,999,5
194,958,999,999,5
194,184,999,999,5
194,562,999,999,5
195,633,999,999,5
195,810,999,999,5
195,786,999,999,5
195,238,999,999,5
195,698,999,999,5
196,747,999,999,5
196,896,999,999,5
196,906,999,999,5
196,722,999,999,5
196,970,999,999,5
197,21,999,999,5
197,167,999,999,5
197,868,999,999,5
197,669,999,999,5
197,20,999,999,5
198,844,999,999,5
198,435,999,999,5
198,172,999,999,5
198,813,999,999,5
198,809,999,999,5
199,997,999,999,5
199,116,999,999,5
199,381,999,999,5
199,419,999,999,5
199,591,999,999,5
200,861,999,999,5
200,82,999,999,5
200,642,999,999,5
200,249,999,999,5
200,840,999,999,5
201,726,999,999,5
201,290,999,999,5
201,955,999,999,5
201,701,999,999,5
201,957,999,999,5
202,724,999,999,5
202,262,999,999,5
202,964,999,999,5
202,248,999,999,5
202,699,999,999,5
203,124,999,999,5
203,353,999,999,5
203,713,999,999,5
203,728,999,999,5
203,561,999,999,5
204,473,999,999,5
204,953,999,999,5
204,635,999,999,5
204,668,999,999,5
204,865,999,999,5
205,404,999,999,5
205,212,999,999,5
205,876,999,999,5
205,767,999,999,5
205,709,999,999,5
206,442,999,999,5
206,748,999,999,5
206,302,999,999,5
206,947,999,999,5
206,12,999,999,5
207,294,999,999,5
207,394,999,999,5
207,871,999,999,5
207,740,999,999,5
207,84,999,999,5
208,5,999,999,5
208,829,999,999,5
208,46,999,999,5
208,951,999,999,5
208,731,999,999,5
209,459,999,999,5
209,219,999,999,5
209,295,999,999,5
209,734,999,999,5
209,802,999,999,5
210,246,999,999,5
210,518,999,999,5
210,820,999,999,5
210,299,999,999,5
210,72,999,999,5
211,587,999,999,5
211,761,999,999,5
211,672,999,999,5
211,33,999,999,5
211,122,999,999,5
212,237,999,999,5
212,608,999,999,5
212,183,999,999,5
212,304,999,999,5
212,785,999,999,5
213,678,999,999,5
213,942,999,999,5
213,619,999,999,5
213,333,999,999,5
213,13,999,999,5
214,157,999,999,5
214,588,999,999,5
214,693,999,999,5
214,956,999,999,5
214,770,999,999,5
215,413,999,999,5
215,393,999,999,5
215,406,999,999,5
215,873,999,999,5
215,88,999,999,5
216,408,999,999,5
216,105,999,999,5
216,207,999,999,5
216,771,999,999,5
216,803,999,999,5
217,552,999,999,5
217,985,999,999,5
217,289,999,999,5
217,340,999,999,5
217,821,999,999,5
218,799,999,999,5
218,52,999,999,5
218,872,999,999,5
218,515,999,999,5
218,117,999,999,5
219,240,999,999,5
219,759,999,999,5
219,431,999,999,5
219,53,999,999,5
219,49,999,999,5
220,318,999,999,5
220,308,999,999,5
220,993,999,999,5
220,950,999,999,5
220,502,999,999,5
221,513,999,999,5
221,247,999,999,5
221,617,999,999,5
221,851,999,999,5
221,231,999,999,5
222,104,999,999,5
222,600,999,999,5
222,838,999,999,5
222,103,999,999,5
222,926,999,999,5
223,752,999,999,5
223,661,999,999,5
223,556,999,999,5
223,760,999,999,5
223,130,999,999,5
224,433,999,999,5
224,986,999,999,5
224,723,999,999,5
224,206,999,999,5
224,658,999,999,5
225,667,999,999,5
225,185,999,999,5
225,197,999,999,5
225,882,999,999,5
225,650,999,999,5
226,133,999,999,5
226,846,999,999,5
226,488,999,999,5
226,245,999,999,5
226,45,999,999,5
227,409,999,999,5
227,220,999,999,5
227,677,999,999,5
227,79,999,999,5
227,57,999,999,5
228,56,999,999,5
228,623,999,999,5
228,571,999,999,5
228,773,999,999,5
228,139,999,999,5
229,42,999,999,5
229,527,999,999,5
229,733,999,999,5
229,756,999,999,5
229,261,999,999,5
230,976,999,999,5
230,36,999,999,5
230,401,999,999,5
230,966,999,999,5
230,715,999,999,5
231,907,999,999,5
231,811,999,999,5
231,368,999,999,5
231,607,999,999,5
231,921,999,999,5
232,738,999,999,5
232,508,999,999,5
232,443,999,999,5
232,743,999,999,5
232,58,999,999,5
233,648,999,999,5
233,645,999,999,5
233,937,999,999,5
233,9,999,999,5
233,37,999,999,5
234,154,999,999,5
234,375,999,999,5
234,646,999,999,5
234,930,999,999,5
234,282,999,999,5
235,226,999,999,5
235,559,999,999,5
235,215,999,999,5
235,266,999,999,5
235,62,999,999,5
236,182,999,999,5
236,60,999,999,5
236,434,999,999,5
236,95,999,999,5
236,519,999,999,5
237,776,999,999,5
237,621,999,999,5
237,609,999,999,5
237,595,999,999,5
237,988,999,999,5
238,102,999,999,5
238,804,999,999,5
238,399,999,999,5
238,974,999,999,5
238,485,999,999,5
239,25,999,999,5
239,68,999,999,5
239,454,999,999,5
239,632,999,999,5
239,35,999,999,5
240,604,999,999,5
240,780,999,999,5
240,841,999,999,5
240,136,999,999,5
240,315,999,999,5
241,694,999,999,5
241,174,999,999,5
241,516,999,999,5
241,584,999,999,5
241,165,999,999,5
242,63,999,999,5
242,579,999,999,5
242,990,999,999,5
242,818,999,999,5
242,30,999,999,5
243,496,999,999,5
243,948,999,999,5
243,230,999,999,5
243,322,999,999,5
243,120,999,999,5
244,2,999,999,5
244,198,999,999,5
244,85,999,999,5
244,801,999,999,5
244,194,999,999,5
245,173,999,999,5
245,499,999,999,5
245,398,999,999,5
245,973,999,999,5
245,86,999,999,5
246,550,999,999,5
246,511,999,999,5
246,913,999,999,5
246,134,999,999,5
246,384,999,999,5
247,989,999,999,5
247,991,999,999,5
247,765,999,999,5
247,141,999,999,5
247,911,999,999,5
248,823,999,999,5
248,456,999,999,5
248,243,999,999,5
248,706,999,999,5
248,424,999,999,5
249,461,999,999,5
249,107,999,999,5
249,41,999,999,5
249,132,999,999,5
249,603,999,999,5
250,708,999,999,5
250,565,999,999,5
250,420,999,999,5
250,316,999,999,5
250,193,999,999,5
251,80,999,999,5
251,863,999,999,5
251,70,999,999,5
251,365,999,999,5
251,772,999,999,5
252,652,999,999,5
252,796,999,999,5
252,983,999,999,5
252,156,999,999,5
252,474,999,999,5
253,655,999,999,5
253,199,999,999,5
253,276,999,999,5
253,666,999,999,5
253,181,999,999,5
254,793,999,999,5
254,18,999,999,5
254,147,999,999,5
254,227,999,999,5
254,323,999,999,5
255,211,999,999,5
255,110,999,999,5
255,371,999,999,5
255,190,999,999,5
255,611,999,999,5
256,362,999,999,5
256,78,999,999,5
256,373,999,999,5
256,680,999,999,5
256,862,999,999,5
257,54,999,999,5
257,337,999,999,5
257,842,999,999,5
257,908,999,999,5
257,447,999,999,5
258,241,999,999,5
258,755,999,999,5
258,563,999,999,5
258,89,999,999,5
258,593,999,999,5
259,909,999,999,5
259,928,999,999,5
259,572,999,999,5
259,490,999,999,5
259,775,999,999,5
260,149,999,999,5
260,293,999,999,5
260,778,999,999,5
260,228,999,999,5
260,949,999,999,5
261,700,999,999,5
261,585,999,999,5
261,307,999,999,5
261,127,999,999,5
261,306,999,999,5
262,768,999,999,5
262,478,999,999,5
262,732,999,999,5
262,580,999,999,5
262,897,999,999,5
263,4,999,999,5
263,754,999,999,5
263,390,999,999,5
263,984,999,999,5
263,395,999,999,5
264,980,999,999,5
264,328,999,999,5
264,808,999,999,5
264,429,999,999,5
264,98,999,999,5
265,463,999,999,5
265,449,999,999,5
265,589,999,999,5
265,112,999,999,5
265,905,999,999,5
266,440,999,999,5
266,843,999,999,5
266,493,999,999,5
266,784,999,999,5
266,66,999,999,5
267,19,999,999,5
267,874,999,999,5
267,273,999,999,5
267,510,999,999,5
267,196,999,999,5
268,367,999,999,5
268,92,999,999,5
268,647,999,999,5
268,83,999,999,5
268,346,999,999,5
269,208,999,999,5
269,692,999,999,5
269,577,999,999,5
269,363,999,999,5
269,465,999,999,5
270,213,999,999,5
270,229,999,999,5
270,466,999,999,5
270,549,999,999,5
270,64,999,999,5
271,448,999,999,5
271,631,999,999,5
271,387,999,999,5
271,374,999,999,5
271,852,999,999,5
272,77,999,999,5
272,351,999,999,5
272,850,999,999,5
272,108,999,999,5
272,298,999,999,5
273,696,999,999,5
273,421,999,999,5
273,69,999,999,5
273,119,999,999,5
273,879,999,999,5
274,651,999,999,5
274,75,999,999,5
274,644,999,999,5
274,887,999,999,5
274,719,999,999,5
275,81,999,999,5
275,945,999,999,5
275,336,999,999,5
275,554,999,999,5
275,503,999,999,5
276,890,999,999,5
276,324,999,999,5
276,254,999,999,5
276,160,999,999,5
276,140,999,999,5
277,916,999,999,5
277,860,999,999,5
277,555,999,999,5
277,411,999,999,5
277,857,999,999,5
278,959,999,999,5
278,350,999,999,5
278,898,999,999,5
278,376,999,999,5
278,717,999,999,5
279,952,999,999,5
279,475,999,999,5
279,982,999,999,5
279,826,999,999,5
279,101,999,999,5
